FID,OBJECTID,Project,PointYrID,PointID,Fire_ID,Fire_year,Year,TSB,Burned,TreeCov,ShrubCov,LiveBA,SnagBA,lat,long,burnsev,CC_BurnSev,Distance,slope,elevation,aspect,visits,WHRsize2,WHRtype2,WHRdens2,WHRtype15,Src_Year15,WHRsize15,WHRdens15,F2001star_,F2004stray,F2006bould,F2007moonl,F2008cold_,F2008cub_b,F2008rich_,F2012CHIPS,F2014bald_,F2000storr,dropped,prefire,cc_storrie,cc_bald,cc_boulder,cc_chips,cc_cold,cc_cub,cc_moonlit,cc_rich,cc_star,cc_straylo
1294,1295,PLAS,ST0402.2013,ST0402,2000Storrie,2000,2013,13,1,8,15,8,8.6,40.064081,-121.365012,161.11,0,0,13,1881,134,2,1,MCP,0,SMC,2009,5,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
1295,1296,PLAS,ST0402.2015,ST0402,2000Storrie,2000,2015,15,1,10,17,8,9,40.064081,-121.365012,161.11,0,0,13,1881,134,2,1,MCP,0,SMC,2009,5,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
1296,1297,PLAS,ST0403.2009,ST0403,2000Storrie,2000,2009,9,1,38,2,19,10,40.06171,-121.364519,98.86,0,0,26,1824,140,2,4,WFR,4,WFR,2009,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
1297,1298,PLAS,ST0403.2012,ST0403,2000Storrie,2000,2012,12,1,40,5,13,7,40.06171,-121.364519,98.86,0,0,26,1824,140,2,4,WFR,4,WFR,2009,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
1298,1299,PLAS,ST0403.2013,ST0403,2000Storrie,2000,2013,13,1,38,8,17,8.6,40.06171,-121.364519,98.86,0,0,26,1824,140,2,4,WFR,4,WFR,2009,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
1299,1300,PLAS,ST0403.2015,ST0403,2000Storrie,2000,2015,15,1,12,8,22,9.8,40.06171,-121.364519,98.86,0,0,26,1824,140,2,4,WFR,4,WFR,2009,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
1300,1301,PLAS,ST0404.2009,ST0404,2000Storrie,2000,2009,9,1,29,35,7,14,40.060331,-121.363038,94.2,0,0,28,1760,133,2,4,WFR,4,WFR,2009,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
1301,1302,PLAS,ST0404.2012,ST0404,2000Storrie,2000,2012,12,1,25,58,9,9,40.060331,-121.363038,94.2,0,0,28,1760,133,2,4,WFR,4,WFR,2009,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
1302,1303,PLAS,ST0404.2013,ST0404,2000Storrie,2000,2013,13,1,20,71,20,12.2,40.060331,-121.363038,94.2,0,0,28,1760,133,2,4,WFR,4,WFR,2009,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
1303,1304,PLAS,ST0404.2015,ST0404,2000Storrie,2000,2015,15,1,12,24,16,11.4,40.060331,-121.363038,94.2,0,0,28,1760,133,2,4,WFR,4,WFR,2009,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
1304,1305,PLAS,ST0405.2009,ST0405,2000Storrie,2000,2009,9,1,25,14,19,7,40.057928,-121.362056,15.03,0,0,26,1742,28,2,4,SMC,4,SMC,2009,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
1305,1306,PLAS,ST0405.2012,ST0405,2000Storrie,2000,2012,12,1,35,20,14,5,40.057928,-121.362056,15.03,0,0,26,1742,28,2,4,SMC,4,SMC,2009,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
1306,1307,PLAS,ST0405.2013,ST0405,2000Storrie,2000,2013,13,1,25,7,24,6.2,40.057928,-121.362056,15.03,0,0,26,1742,28,2,4,SMC,4,SMC,2009,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
1307,1308,PLAS,ST0405.2015,ST0405,2000Storrie,2000,2015,15,1,30,12,22,8.6,40.057928,-121.362056,15.03,0,0,26,1742,28,2,4,SMC,4,SMC,2009,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
1308,1309,PLAS,ST0501.2009,ST0501,2000Storrie,2000,2009,9,1,40,80,8,0,39.976726,-121.229018,665.65,0,0,25,1955,221,2,1,MCP,0,WFR,2005,2,S,0,0,0,0,0,0,0,0,0,0,0, ,80.09010315,0,0,0,0,0,0,0,0,0
1309,1310,PLAS,ST0501.2010,ST0501,2000Storrie,2000,2010,10,1,20,33,10,1,39.976726,-121.229018,665.65,0,0,25,1955,221,2,1,MCP,0,WFR,2005,2,S,0,0,0,0,0,0,0,0,0,0,0, ,80.09010315,0,0,0,0,0,0,0,0,0
1310,1311,PLAS,ST0501.2011,ST0501,2000Storrie,2000,2011,11,1,15,18,10,0,39.976726,-121.229018,665.65,0,0,25,1955,221,2,1,MCP,0,WFR,2005,2,S,0,0,0,0,0,0,0,0,0,0,0, ,80.09010315,0,0,0,0,0,0,0,0,0
1311,1312,PLAS,ST0501.2012,ST0501,2000Storrie,2000,2012,12,1,10,3,10,0,39.976726,-121.229018,665.65,0,0,25,1955,221,2,1,MCP,0,WFR,2005,2,S,0,0,0,0,0,0,0,0,0,0,0, ,80.09010315,0,0,0,0,0,0,0,0,0
1312,1313,PLAS,ST0501.2015,ST0501,2000Storrie,2000,2015,15,1,9,33,9,0,39.976726,-121.229018,665.65,0,0,25,1955,221,2,1,MCP,0,WFR,2005,2,S,0,0,0,0,0,0,0,0,0,0,0, ,80.09010315,0,0,0,0,0,0,0,0,0
1313,1314,PLAS,ST0502.2009,ST0502,2000Storrie,2000,2009,9,1,0,95,0,0,39.976602,-121.226094,951.2,0,0,15,1999,182,2,5,WFR,2,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,95.18890381,0,0,0,0,0,0,0,0,0
1314,1315,PLAS,ST0502.2010,ST0502,2000Storrie,2000,2010,10,1,0,80,0,0,39.976602,-121.226094,951.2,0,0,15,1999,182,2,5,WFR,2,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,95.18890381,0,0,0,0,0,0,0,0,0
1315,1316,PLAS,ST0502.2011,ST0502,2000Storrie,2000,2011,11,1,0,88,0,0,39.976602,-121.226094,951.2,0,0,15,1999,182,2,5,WFR,2,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,95.18890381,0,0,0,0,0,0,0,0,0
1316,1317,PLAS,ST0502.2012,ST0502,2000Storrie,2000,2012,12,1,0,96,0,0,39.976602,-121.226094,951.2,0,0,15,1999,182,2,5,WFR,2,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,95.18890381,0,0,0,0,0,0,0,0,0
1317,1318,PLAS,ST0502.2015,ST0502,2000Storrie,2000,2015,15,1,0,80,0,0,39.976602,-121.226094,951.2,0,0,15,1999,182,2,5,WFR,2,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,95.18890381,0,0,0,0,0,0,0,0,0
1318,1319,PLAS,ST0503.2009,ST0503,2000Storrie,2000,2009,9,1,5,42,1,0,39.976361,-121.223235,764.59,0,0,30,1978,170,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,73.38259888,0,0,0,0,0,0,0,0,0
1319,1320,PLAS,ST0503.2010,ST0503,2000Storrie,2000,2010,10,1,4,62,2,0,39.976361,-121.223235,764.59,0,0,30,1978,170,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,73.38259888,0,0,0,0,0,0,0,0,0
1320,1321,PLAS,ST0503.2011,ST0503,2000Storrie,2000,2011,11,1,3,57,2,0,39.976361,-121.223235,764.59,0,0,30,1978,170,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,73.38259888,0,0,0,0,0,0,0,0,0
1321,1322,PLAS,ST0503.2012,ST0503,2000Storrie,2000,2012,12,1,2,52,1,0,39.976361,-121.223235,764.59,0,0,30,1978,170,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,73.38259888,0,0,0,0,0,0,0,0,0
1322,1323,PLAS,ST0503.2015,ST0503,2000Storrie,2000,2015,15,1,2,32,1,0,39.976361,-121.223235,764.59,0,0,30,1978,170,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,73.38259888,0,0,0,0,0,0,0,0,0
1323,1324,PLAS,ST0504.2009,ST0504,2000Storrie,2000,2009,9,1,1,80,1,4,39.976302,-121.22014,933.47,0,0,32,1960,168,2,3,RFR,3,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1324,1325,PLAS,ST0504.2010,ST0504,2000Storrie,2000,2010,10,1,3,71,0,2,39.976302,-121.22014,933.47,0,0,32,1960,168,2,3,RFR,3,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1325,1326,PLAS,ST0504.2011,ST0504,2000Storrie,2000,2011,11,1,2,68,0,1.5,39.976302,-121.22014,933.47,0,0,32,1960,168,2,3,RFR,3,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1326,1327,PLAS,ST0504.2012,ST0504,2000Storrie,2000,2012,12,1,1,65,0,1,39.976302,-121.22014,933.47,0,0,32,1960,168,2,3,RFR,3,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1327,1328,PLAS,ST0504.2015,ST0504,2000Storrie,2000,2015,15,1,1,75,0,1.2,39.976302,-121.22014,933.47,0,0,32,1960,168,2,3,RFR,3,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1328,1329,PLAS,ST0505.2009,ST0505,2000Storrie,2000,2009,9,1,5,20,2,27,39.97606,-121.21734,653.94,0,0,28,1932,178,2,3,RFR,3,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,72.83360291,0,0,0,0,0,0,0,0,0
1329,1330,PLAS,ST0505.2010,ST0505,2000Storrie,2000,2010,10,1,5,21,3,17,39.97606,-121.21734,653.94,0,0,28,1932,178,2,3,RFR,3,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,72.83360291,0,0,0,0,0,0,0,0,0
1330,1331,PLAS,ST0505.2011,ST0505,2000Storrie,2000,2011,11,1,4,24,2,17,39.97606,-121.21734,653.94,0,0,28,1932,178,2,3,RFR,3,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,72.83360291,0,0,0,0,0,0,0,0,0
1331,1332,PLAS,ST0505.2012,ST0505,2000Storrie,2000,2012,12,1,3,27,0,18,39.97606,-121.21734,653.94,0,0,28,1932,178,2,3,RFR,3,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,72.83360291,0,0,0,0,0,0,0,0,0
1332,1333,PLAS,ST0505.2015,ST0505,2000Storrie,2000,2015,15,1,4,17,2,13.2,39.97606,-121.21734,653.94,0,0,28,1932,178,2,3,RFR,3,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,72.83360291,0,0,0,0,0,0,0,0,0
1333,1334,PLAS,ST0604.2009,ST0604,2000Storrie,2000,2009,9,1,12,15,13,1,40.094249,-121.309447,108.04,0,0,2,1739,210,2,4,WFR,4,WFR,2009,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.000742561,0,0,0,0,0,0
1334,1335,PLAS,ST0604.2010,ST0604,2000Storrie,2000,2010,10,1,60,45,15,0,40.094249,-121.309447,108.04,0,0,2,1739,210,2,4,WFR,4,WFR,2009,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.000742561,0,0,0,0,0,0
1335,1336,PLAS,ST0604.2011,ST0604,2000Storrie,2000,2011,11,1,53,33,14,0,40.094249,-121.309447,108.04,0,0,2,1739,210,2,4,WFR,4,WFR,2009,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.000742561,0,0,0,0,0,0
1336,1337,PLAS,ST0701.2009,ST0701,2000Storrie,2000,2009,9,1,0,70,0,0,39.98496,-121.258967,1012.97,0,0,27,1592,286,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1337,1338,PLAS,ST0701.2010,ST0701,2000Storrie,2000,2010,10,1,0,70,0,0,39.98496,-121.258967,1012.97,0,0,27,1592,286,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1338,1339,PLAS,ST0701.2011,ST0701,2000Storrie,2000,2011,11,1,0,70,0,0,39.98496,-121.258967,1012.97,0,0,27,1592,286,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1339,1340,PLAS,ST0701.2012,ST0701,2000Storrie,2000,2012,12,1,0,70,0,0,39.98496,-121.258967,1012.97,0,0,27,1592,286,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1340,1341,PLAS,ST0701.2015,ST0701,2000Storrie,2000,2015,15,1,0,55,0,0,39.98496,-121.258967,1012.97,0,0,27,1592,286,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1341,1342,PLAS,ST0702.2009,ST0702,2000Storrie,2000,2009,9,1,0,90,0,0,39.984075,-121.256323,949.83,0,0,18,1635,267,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1342,1343,PLAS,ST0702.2010,ST0702,2000Storrie,2000,2010,10,1,0,75,0,0,39.984075,-121.256323,949.83,0,0,18,1635,267,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1343,1344,PLAS,ST0702.2011,ST0702,2000Storrie,2000,2011,11,1,0,78,0,0,39.984075,-121.256323,949.83,0,0,18,1635,267,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1344,1345,PLAS,ST0702.2012,ST0702,2000Storrie,2000,2012,12,1,0,80,0,0,39.984075,-121.256323,949.83,0,0,18,1635,267,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1345,1346,PLAS,ST0702.2015,ST0702,2000Storrie,2000,2015,15,1,0,70,0,0,39.984075,-121.256323,949.83,0,0,18,1635,267,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1346,1347,PLAS,ST0703.2009,ST0703,2000Storrie,2000,2009,9,1,0,85,0,0,39.983196,-121.253582,1017.17,0,0,23,1676,290,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1347,1348,PLAS,ST0703.2010,ST0703,2000Storrie,2000,2010,10,1,0,76,0,0,39.983196,-121.253582,1017.17,0,0,23,1676,290,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1348,1349,PLAS,ST0703.2011,ST0703,2000Storrie,2000,2011,11,1,0,76,0,0,39.983196,-121.253582,1017.17,0,0,23,1676,290,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1349,1350,PLAS,ST0703.2012,ST0703,2000Storrie,2000,2012,12,1,0,75,0,0,39.983196,-121.253582,1017.17,0,0,23,1676,290,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1350,1351,PLAS,ST0703.2015,ST0703,2000Storrie,2000,2015,15,1,0,45,0,0,39.983196,-121.253582,1017.17,0,0,23,1676,290,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1351,1352,PLAS,ST0704.2009,ST0704,2000Storrie,2000,2009,9,1,0,85,0,0,39.982262,-121.250883,942.31,0,0,30,1722,298,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1352,1353,PLAS,ST0704.2010,ST0704,2000Storrie,2000,2010,10,1,0,60,0,0,39.982262,-121.250883,942.31,0,0,30,1722,298,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1353,1354,PLAS,ST0704.2011,ST0704,2000Storrie,2000,2011,11,1,0,63,0,0,39.982262,-121.250883,942.31,0,0,30,1722,298,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1354,1355,PLAS,ST0704.2012,ST0704,2000Storrie,2000,2012,12,1,0,65,0,0,39.982262,-121.250883,942.31,0,0,30,1722,298,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1355,1356,PLAS,ST0704.2015,ST0704,2000Storrie,2000,2015,15,1,0,41,0,0,39.982262,-121.250883,942.31,0,0,30,1722,298,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,100,0,0,0,0,0,0,0,0,0
1356,1357,PLAS,ST0705.2009,ST0705,2000Storrie,2000,2009,9,1,0,75,0,0,39.98136,-121.248174,945.09,0,0,25,1804,320,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,97.22589874,0,0,0,0,0,0,0,0,0
1357,1358,PLAS,ST0705.2010,ST0705,2000Storrie,2000,2010,10,1,0,70,0,0,39.98136,-121.248174,945.09,0,0,25,1804,320,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,97.22589874,0,0,0,0,0,0,0,0,0
1358,1359,PLAS,ST0705.2011,ST0705,2000Storrie,2000,2011,11,1,0,73,0,0,39.98136,-121.248174,945.09,0,0,25,1804,320,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,97.22589874,0,0,0,0,0,0,0,0,0
1359,1360,PLAS,ST0705.2012,ST0705,2000Storrie,2000,2012,12,1,0,76,0,0,39.98136,-121.248174,945.09,0,0,25,1804,320,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,97.22589874,0,0,0,0,0,0,0,0,0
1360,1361,PLAS,ST0705.2015,ST0705,2000Storrie,2000,2015,15,1,0,51,0,0,39.98136,-121.248174,945.09,0,0,25,1804,320,2,1,MCP,0,MCP,2005,0,X,0,0,0,0,0,0,0,0,0,0,0, ,97.22589874,0,0,0,0,0,0,0,0,0
1361,1362,PLAS,ST0801.2009,ST0801,2000Storrie,2000,2009,9,1,45,20,17,0,40.030375,-121.321576,2.49,0,0,32,1189,154,2,4,SMC,4,SMC,2009,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
1362,1363,PLAS,ST0804.2009,ST0804,2000Storrie,2000,2009,9,1,35,15,15,4,40.029002,-121.312869,106.43,0,0,14,1118,145,2,3,SMC,4,SMC,2009,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0.0252591,0,0,0,0,0,0,0,0,0
1363,1364,PLAS,ST0805.2009,ST0805,2000Storrie,2000,2009,9,1,45,10,10,0,40.029163,-121.309811,82.83,0,0,25,1085,131,2,4,SMC,4,SMC,2009,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.00162608,0,0,0,0,0,0
1364,1365,PLAS,ST0901.2009,ST0901,2000Storrie,2000,2009,9,1,7,34,3,0,40.064455,-121.239334,217.26,0,0,20,1389,312,2,5,SMC,3,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,2.232609987,0,0,0,0,0,0,0,0,0
1365,1366,PLAS,ST0901.2010,ST0901,2000Storrie,2000,2010,10,1,10,50,0,1,40.064455,-121.239334,217.26,0,0,20,1389,312,2,5,SMC,3,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,2.232609987,0,0,0,0,0,0,0,0,0
1366,1367,PLAS,ST0901.2011,ST0901,2000Storrie,2000,2011,11,1,20,58,1,1.5,40.064455,-121.239334,217.26,0,0,20,1389,312,2,5,SMC,3,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,2.232609987,0,0,0,0,0,0,0,0,0
1367,1368,PLAS,ST0902.2009,ST0902,2000Storrie,2000,2009,9,1,11,0,12,2,40.065693,-121.241472,219.8,0,0,34,1371,211,2,5,SMC,2,JPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0.894357979,0,0,0.0490635,0,0,0,0,0,0
1368,1369,PLAS,ST0902.2010,ST0902,2000Storrie,2000,2010,10,1,25,25,11,0,40.065693,-121.241472,219.8,0,0,34,1371,211,2,5,SMC,2,JPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0.894357979,0,0,0.0490635,0,0,0,0,0,0
1369,1370,PLAS,ST0902.2011,ST0902,2000Storrie,2000,2011,11,1,28,23,8,1.5,40.065693,-121.241472,219.8,0,0,34,1371,211,2,5,SMC,2,JPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0.894357979,0,0,0.0490635,0,0,0,0,0,0
1370,1371,PLAS,ST0903.2009,ST0903,2000Storrie,2000,2009,9,1,11,0,7,3,40.067481,-121.243577,285.51,0,0,38,1374,280,2,5,SMC,2,JPN,2005,5,P,0,0,0,0,0,0,0,0,0,0,0, ,1.829550028,0,0,0.186223,0,0,0,0,0,0
1371,1372,PLAS,ST0903.2010,ST0903,2000Storrie,2000,2010,10,1,15,15,6,3,40.067481,-121.243577,285.51,0,0,38,1374,280,2,5,SMC,2,JPN,2005,5,P,0,0,0,0,0,0,0,0,0,0,0, ,1.829550028,0,0,0.186223,0,0,0,0,0,0
1372,1373,PLAS,ST0903.2011,ST0903,2000Storrie,2000,2011,11,1,20,18,7,1.5,40.067481,-121.243577,285.51,0,0,38,1374,280,2,5,SMC,2,JPN,2005,5,P,0,0,0,0,0,0,0,0,0,0,0, ,1.829550028,0,0,0.186223,0,0,0,0,0,0
1373,1374,PLAS,ST0904.2009,ST0904,2000Storrie,2000,2009,9,1,15,16,11,0,40.068978,-121.24568,260.14,0,0,23,1300,297,2,3,SMC,4,SMC,2009,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0.906260014,0,0,0,0,0,0,0,0,0
1374,1375,PLAS,ST0904.2010,ST0904,2000Storrie,2000,2010,10,1,27,35,9,1,40.068978,-121.24568,260.14,0,0,23,1300,297,2,3,SMC,4,SMC,2009,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0.906260014,0,0,0,0,0,0,0,0,0
1375,1376,PLAS,ST0904.2011,ST0904,2000Storrie,2000,2011,11,1,29,28,11,1,40.068978,-121.24568,260.14,0,0,23,1300,297,2,3,SMC,4,SMC,2009,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0.906260014,0,0,0,0,0,0,0,0,0
1376,1377,PLAS,ST0905.2009,ST0905,2000Storrie,2000,2009,9,1,12,12,15,1,40.07063,-121.24781,405.29,0,0,18,1300,196,2,5,SMC,4,JPN,2009,4,P,0,0,0,0,0,0,0,0,0,0,0, ,18.49220085,0,0,0,0,0,0,0,0,0
1377,1378,PLAS,ST0905.2010,ST0905,2000Storrie,2000,2010,10,1,20,8,15,5,40.07063,-121.24781,405.29,0,0,18,1300,196,2,5,SMC,4,JPN,2009,4,P,0,0,0,0,0,0,0,0,0,0,0, ,18.49220085,0,0,0,0,0,0,0,0,0
1378,1379,PLAS,ST0905.2011,ST0905,2000Storrie,2000,2011,11,1,18,12,16,4.5,40.07063,-121.24781,405.29,0,0,18,1300,196,2,5,SMC,4,JPN,2009,4,P,0,0,0,0,0,0,0,0,0,0,0, ,18.49220085,0,0,0,0,0,0,0,0,0
1379,1380,PLAS,ST1503.2009,ST1503,2000Storrie,2000,2009,9,1,40,20,15,4,40.071966,-121.348956,160.78,0,0,34,1761,109,2,4,SMC,4,SMC,2009,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0.536511004,0,0,0.199984998,0,0,0,0,0,0
1380,1381,MIS,TA12A.C.2010,TA12A.C,2001Star,2001,2010,9,1,0,92,0,8.8,39.129233,-120.50747,1144.38,0,0,32,1867,172,1,3,SMC,4,SMC,2000,3,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,100,0
1381,1382,MIS,TA12A.C.2011,TA12A.C,2001Star,2001,2011,10,1,0,92,0,8.8,39.129233,-120.50747,1144.38,0,0,32,1867,172,1,3,SMC,4,SMC,2000,3,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,100,0
1382,1383,MIS,TA12A.C.2012,TA12A.C,2001Star,2001,2012,11,1,0,92,0,8.8,39.129233,-120.50747,1144.38,0,0,32,1867,172,2,3,SMC,4,SMC,2000,3,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,100,0
1383,1384,MIS,TA12A.C.2013,TA12A.C,2001Star,2001,2013,12,1,0,92,0,8.8,39.129233,-120.50747,1144.38,0,0,32,1867,172,1,3,SMC,4,SMC,2000,3,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,100,0
1384,1385,MIS,TA12A.C.2014,TA12A.C,2001Star,2001,2014,13,1,0,92,0,8.8,39.129233,-120.50747,1144.38,0,0,32,1867,172,2,3,SMC,4,SMC,2000,3,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,100,0
1385,1386,MIS,TA12A.C.2015,TA12A.C,2001Star,2001,2015,14,1,0,92,0,8.8,39.129233,-120.50747,1144.38,0,0,32,1867,172,2,3,SMC,4,SMC,2000,3,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,100,0
1386,1387,MIS,TA12A.E.2010,TA12A.E,2001Star,2001,2010,9,1,12,66,1,0.9,39.129245,-120.504575,962.03,0,0,34,1843,155,1,1,MCP,0,MCP,2000,0,X,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,97.87789917,0
1387,1388,MIS,TA12A.E.2011,TA12A.E,2001Star,2001,2011,10,1,12,66,1,0.9,39.129245,-120.504575,962.03,0,0,34,1843,155,1,1,MCP,0,MCP,2000,0,X,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,97.87789917,0
1388,1389,MIS,TA12A.E.2012,TA12A.E,2001Star,2001,2012,11,1,12,66,1,0.9,39.129245,-120.504575,962.03,0,0,34,1843,155,2,1,MCP,0,MCP,2000,0,X,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,97.87789917,0
