FID,OBJECTID,Project,PointYrID,PointID,Fire_ID,Fire_year,Year,TSB,Burned,TreeCov,ShrubCov,LiveBA,SnagBA,lat,long,burnsev,CC_BurnSev,Distance,slope,elevation,aspect,visits,WHRsize2,WHRtype2,WHRdens2,WHRtype15,Src_Year15,WHRsize15,WHRdens15,F2001star_,F2004stray,F2006bould,F2007moonl,F2008cold_,F2008cub_b,F2008rich_,F2012CHIPS,F2014bald_,F2000storr,dropped,prefire,cc_storrie,cc_bald,cc_boulder,cc_chips,cc_cold,cc_cub,cc_moonlit,cc_rich,cc_star,cc_straylo
4166,4167,MIS,TA06D.W.2011,TA06D.W,unburned,0,2011,-9999,0,51,40,22,-9999,39.539836,-121.037151,-9999,0,0,17,1106,107,2,5,SMC,4,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4167,4168,MIS,TA06D.W.2012,TA06D.W,unburned,0,2012,-9999,0,51,40,22,-9999,39.539836,-121.037151,-9999,0,0,17,1106,107,1,5,SMC,4,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4168,4169,MIS,TA06D.W.2013,TA06D.W,unburned,0,2013,-9999,0,51,40,22,-9999,39.539836,-121.037151,-9999,0,0,17,1106,107,1,5,SMC,4,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4169,4170,MIS,TA06D.W.2014,TA06D.W,unburned,0,2014,-9999,0,51,40,22,-9999,39.539836,-121.037151,-9999,0,0,17,1106,107,2,5,SMC,4,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4170,4171,MIS,TA06D.W.2015,TA06D.W,unburned,0,2015,-9999,0,51,40,22,-9999,39.539836,-121.037151,-9999,0,0,17,1106,107,1,5,SMC,4,SMC,2005,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4171,4172,MIS,TA06D.X.2010,TA06D.X,unburned,0,2010,-9999,0,32,85,2,-9999,39.537673,-121.033532,-9999,0,0,30,1100,282,2,3,SMC,4,SMC,2005,3,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4172,4173,MIS,TA06D.X.2011,TA06D.X,unburned,0,2011,-9999,0,32,85,2,-9999,39.537673,-121.033532,-9999,0,0,30,1100,282,2,3,SMC,4,SMC,2005,3,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4173,4174,MIS,TA06D.X.2012,TA06D.X,unburned,0,2012,-9999,0,32,85,2,-9999,39.537673,-121.033532,-9999,0,0,30,1100,282,1,3,SMC,4,SMC,2005,3,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4174,4175,MIS,TA06D.X.2013,TA06D.X,unburned,0,2013,-9999,0,32,85,2,-9999,39.537673,-121.033532,-9999,0,0,30,1100,282,1,3,SMC,4,SMC,2005,3,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4175,4176,MIS,TA06D.X.2014,TA06D.X,unburned,0,2014,-9999,0,32,85,2,-9999,39.537673,-121.033532,-9999,0,0,30,1100,282,2,3,SMC,4,SMC,2005,3,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4176,4177,MIS,TA06D.X.2015,TA06D.X,unburned,0,2015,-9999,0,32,85,2,-9999,39.537673,-121.033532,-9999,0,0,30,1100,282,1,3,SMC,4,SMC,2005,3,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4177,4178,MIS,TA07A.C.2010,TA07A.C,unburned,0,2010,-9999,0,53,10,19,-9999,39.506797,-120.591545,-9999,0,0,32,1924,349,1,5,WFR,4,WFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4178,4179,MIS,TA07A.C.2011,TA07A.C,unburned,0,2011,-9999,0,53,10,19,-9999,39.506797,-120.591545,-9999,0,0,32,1924,349,1,5,WFR,4,WFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4179,4180,MIS,TA07A.C.2012,TA07A.C,unburned,0,2012,-9999,0,53,10,19,-9999,39.506797,-120.591545,-9999,0,0,32,1924,349,2,5,WFR,4,WFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4180,4181,MIS,TA07A.C.2013,TA07A.C,unburned,0,2013,-9999,0,53,10,19,-9999,39.506797,-120.591545,-9999,0,0,32,1924,349,2,5,WFR,4,WFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4181,4182,MIS,TA07A.C.2014,TA07A.C,unburned,0,2014,-9999,0,53,10,19,-9999,39.506797,-120.591545,-9999,0,0,32,1924,349,1,5,WFR,4,WFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4182,4183,MIS,TA07A.C.2015,TA07A.C,unburned,0,2015,-9999,0,53,10,19,-9999,39.506797,-120.591545,-9999,0,0,32,1924,349,2,5,WFR,4,WFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4183,4184,MIS,TA07A.E.2010,TA07A.E,unburned,0,2010,-9999,0,74,15,22,-9999,39.506811,-120.588636,-9999,0,0,42,1928,351,1,5,WFR,4,WFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4184,4185,MIS,TA07A.E.2011,TA07A.E,unburned,0,2011,-9999,0,74,15,22,-9999,39.506811,-120.588636,-9999,0,0,42,1928,351,1,5,WFR,4,WFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4185,4186,MIS,TA07A.E.2012,TA07A.E,unburned,0,2012,-9999,0,74,15,22,-9999,39.506811,-120.588636,-9999,0,0,42,1928,351,1,5,WFR,4,WFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4186,4187,MIS,TA07A.E.2013,TA07A.E,unburned,0,2013,-9999,0,74,15,22,-9999,39.506811,-120.588636,-9999,0,0,42,1928,351,2,5,WFR,4,WFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4187,4188,MIS,TA07A.E.2014,TA07A.E,unburned,0,2014,-9999,0,74,15,22,-9999,39.506811,-120.588636,-9999,0,0,42,1928,351,1,5,WFR,4,WFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4188,4189,MIS,TA07A.E.2015,TA07A.E,unburned,0,2015,-9999,0,74,15,22,-9999,39.506811,-120.588636,-9999,0,0,42,1928,351,2,5,WFR,4,WFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4189,4190,MIS,TA07A.N.2010,TA07A.N,unburned,0,2010,-9999,0,66,20,22,-9999,39.509046,-120.591563,-9999,0,0,11,1889,253,1,4,SMC,3,WFR,2000,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4190,4191,MIS,TA07A.N.2011,TA07A.N,unburned,0,2011,-9999,0,66,20,22,-9999,39.509046,-120.591563,-9999,0,0,11,1889,253,1,4,SMC,3,WFR,2000,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4191,4192,MIS,TA07A.N.2012,TA07A.N,unburned,0,2012,-9999,0,66,20,22,-9999,39.509046,-120.591563,-9999,0,0,11,1889,253,2,4,SMC,3,WFR,2000,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4192,4193,MIS,TA07A.N.2013,TA07A.N,unburned,0,2013,-9999,0,66,20,22,-9999,39.509046,-120.591563,-9999,0,0,11,1889,253,2,4,SMC,3,WFR,2000,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4193,4194,MIS,TA07A.N.2014,TA07A.N,unburned,0,2014,-9999,0,66,20,22,-9999,39.509046,-120.591563,-9999,0,0,11,1889,253,1,4,SMC,3,WFR,2000,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4194,4195,MIS,TA07A.N.2015,TA07A.N,unburned,0,2015,-9999,0,66,20,22,-9999,39.509046,-120.591563,-9999,0,0,11,1889,253,2,4,SMC,3,WFR,2000,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4195,4196,MIS,TA07A.S.2010,TA07A.S,unburned,0,2010,-9999,0,43,40,12,-9999,39.504547,-120.591527,-9999,0,0,22,1976,281,1,4,SMC,4,SMC,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4196,4197,MIS,TA07A.S.2011,TA07A.S,unburned,0,2011,-9999,0,43,40,12,-9999,39.504547,-120.591527,-9999,0,0,22,1976,281,1,4,SMC,4,SMC,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4197,4198,MIS,TA07A.S.2012,TA07A.S,unburned,0,2012,-9999,0,43,40,12,-9999,39.504547,-120.591527,-9999,0,0,22,1976,281,2,4,SMC,4,SMC,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4198,4199,MIS,TA07A.S.2013,TA07A.S,unburned,0,2013,-9999,0,43,40,12,-9999,39.504547,-120.591527,-9999,0,0,22,1976,281,2,4,SMC,4,SMC,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4199,4200,MIS,TA07A.S.2014,TA07A.S,unburned,0,2014,-9999,0,43,40,12,-9999,39.504547,-120.591527,-9999,0,0,22,1976,281,1,4,SMC,4,SMC,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4200,4201,MIS,TA07A.S.2015,TA07A.S,unburned,0,2015,-9999,0,43,40,12,-9999,39.504547,-120.591527,-9999,0,0,22,1976,281,2,4,SMC,4,SMC,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4201,4202,MIS,TA07A.W.2010,TA07A.W,unburned,0,2010,-9999,0,67,20,18,-9999,39.506783,-120.594454,-9999,0,0,17,1916,333,1,5,SMC,4,SMC,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4202,4203,MIS,TA07A.W.2011,TA07A.W,unburned,0,2011,-9999,0,67,20,18,-9999,39.506783,-120.594454,-9999,0,0,17,1916,333,1,5,SMC,4,SMC,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4203,4204,MIS,TA07A.W.2012,TA07A.W,unburned,0,2012,-9999,0,67,20,18,-9999,39.506783,-120.594454,-9999,0,0,17,1916,333,2,5,SMC,4,SMC,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4204,4205,MIS,TA07A.W.2013,TA07A.W,unburned,0,2013,-9999,0,67,20,18,-9999,39.506783,-120.594454,-9999,0,0,17,1916,333,2,5,SMC,4,SMC,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4205,4206,MIS,TA07A.W.2014,TA07A.W,unburned,0,2014,-9999,0,67,20,18,-9999,39.506783,-120.594454,-9999,0,0,17,1916,333,1,5,SMC,4,SMC,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4206,4207,MIS,TA07A.W.2015,TA07A.W,unburned,0,2015,-9999,0,67,20,18,-9999,39.506783,-120.594454,-9999,0,0,17,1916,333,2,5,SMC,4,SMC,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4207,4208,MIS,TA07B.C.2010,TA07B.C,unburned,0,2010,-9999,0,21,10,13,-9999,39.497798,-120.591472,-9999,0,0,6,2087,92,1,3,SMC,2,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4208,4209,MIS,TA07B.C.2011,TA07B.C,unburned,0,2011,-9999,0,21,10,13,-9999,39.497798,-120.591472,-9999,0,0,6,2087,92,1,3,SMC,2,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4209,4210,MIS,TA07B.C.2012,TA07B.C,unburned,0,2012,-9999,0,21,10,13,-9999,39.497798,-120.591472,-9999,0,0,6,2087,92,2,3,SMC,2,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4210,4211,MIS,TA07B.C.2013,TA07B.C,unburned,0,2013,-9999,0,21,10,13,-9999,39.497798,-120.591472,-9999,0,0,6,2087,92,2,3,SMC,2,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4211,4212,MIS,TA07B.C.2014,TA07B.C,unburned,0,2014,-9999,0,22,7,14,-9999,39.497798,-120.591472,-9999,0,0,6,2087,92,1,3,SMC,2,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4212,4213,MIS,TA07B.C.2015,TA07B.C,unburned,0,2015,-9999,0,22,3,15,-9999,39.497798,-120.591472,-9999,0,0,6,2087,92,2,3,SMC,2,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4213,4214,MIS,TA07B.E.2010,TA07B.E,unburned,0,2010,-9999,0,68,15,16,-9999,39.497812,-120.588563,-9999,0,0,7,2082,188,1,5,SMC,4,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4214,4215,MIS,TA07B.E.2011,TA07B.E,unburned,0,2011,-9999,0,68,15,16,-9999,39.497812,-120.588563,-9999,0,0,7,2082,188,1,5,SMC,4,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4215,4216,MIS,TA07B.E.2012,TA07B.E,unburned,0,2012,-9999,0,68,15,16,-9999,39.497812,-120.588563,-9999,0,0,7,2082,188,1,5,SMC,4,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4216,4217,MIS,TA07B.E.2013,TA07B.E,unburned,0,2013,-9999,0,68,15,16,-9999,39.497812,-120.588563,-9999,0,0,7,2082,188,2,5,SMC,4,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4217,4218,MIS,TA07B.E.2014,TA07B.E,unburned,0,2014,-9999,0,51,9,19,-9999,39.497812,-120.588563,-9999,0,0,7,2082,188,1,5,SMC,4,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4218,4219,MIS,TA07B.E.2015,TA07B.E,unburned,0,2015,-9999,0,34,2,22,-9999,39.497812,-120.588563,-9999,0,0,7,2082,188,2,5,SMC,4,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4219,4220,MIS,TA07B.N.2010,TA07B.N,unburned,0,2010,-9999,0,41,75,13,-9999,39.500047,-120.59149,-9999,0,0,21,2040,332,1,5,RFR,3,SMC,2000,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4220,4221,MIS,TA07B.N.2011,TA07B.N,unburned,0,2011,-9999,0,41,75,13,-9999,39.500047,-120.59149,-9999,0,0,21,2040,332,1,5,RFR,3,SMC,2000,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4221,4222,MIS,TA07B.N.2012,TA07B.N,unburned,0,2012,-9999,0,41,75,13,-9999,39.500047,-120.59149,-9999,0,0,21,2040,332,2,5,RFR,3,SMC,2000,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4222,4223,MIS,TA07B.N.2013,TA07B.N,unburned,0,2013,-9999,0,41,75,13,-9999,39.500047,-120.59149,-9999,0,0,21,2040,332,2,5,RFR,3,SMC,2000,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4223,4224,MIS,TA07B.N.2014,TA07B.N,unburned,0,2014,-9999,0,28,40,12,-9999,39.500047,-120.59149,-9999,0,0,21,2040,332,1,5,RFR,3,SMC,2000,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4224,4225,MIS,TA07B.N.2015,TA07B.N,unburned,0,2015,-9999,0,15,5,11,-9999,39.500047,-120.59149,-9999,0,0,21,2040,332,2,5,RFR,3,SMC,2000,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4225,4226,MIS,TA07B.S.2010,TA07B.S,unburned,0,2010,-9999,0,20,5,10,-9999,39.495548,-120.591454,-9999,0,0,6,2065,178,1,3,SMC,2,MRI,2000,2,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4226,4227,MIS,TA07B.S.2011,TA07B.S,unburned,0,2011,-9999,0,20,5,10,-9999,39.495548,-120.591454,-9999,0,0,6,2065,178,1,3,SMC,2,MRI,2000,2,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4227,4228,MIS,TA07B.S.2012,TA07B.S,unburned,0,2012,-9999,0,20,5,10,-9999,39.495548,-120.591454,-9999,0,0,6,2065,178,2,3,SMC,2,MRI,2000,2,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4228,4229,MIS,TA07B.S.2013,TA07B.S,unburned,0,2013,-9999,0,20,5,10,-9999,39.495548,-120.591454,-9999,0,0,6,2065,178,2,3,SMC,2,MRI,2000,2,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4229,4230,MIS,TA07B.S.2014,TA07B.S,unburned,0,2014,-9999,0,15,4,7,-9999,39.495548,-120.591454,-9999,0,0,6,2065,178,1,3,SMC,2,MRI,2000,2,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4230,4231,MIS,TA07B.S.2015,TA07B.S,unburned,0,2015,-9999,0,10,3,4,-9999,39.495548,-120.591454,-9999,0,0,6,2065,178,2,3,SMC,2,MRI,2000,2,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4231,4232,MIS,TA07B.W.2010,TA07B.W,unburned,0,2010,-9999,0,43,30,13,-9999,39.497784,-120.594381,-9999,0,0,19,2078,340,1,5,RFR,4,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4232,4233,MIS,TA07B.W.2011,TA07B.W,unburned,0,2011,-9999,0,43,30,13,-9999,39.497784,-120.594381,-9999,0,0,19,2078,340,1,5,RFR,4,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4233,4234,MIS,TA07B.W.2012,TA07B.W,unburned,0,2012,-9999,0,43,30,13,-9999,39.497784,-120.594381,-9999,0,0,19,2078,340,2,5,RFR,4,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4234,4235,MIS,TA07B.W.2013,TA07B.W,unburned,0,2013,-9999,0,43,30,13,-9999,39.497784,-120.594381,-9999,0,0,19,2078,340,2,5,RFR,4,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4235,4236,MIS,TA07B.W.2014,TA07B.W,unburned,0,2014,-9999,0,30,21,11,-9999,39.497784,-120.594381,-9999,0,0,19,2078,340,1,5,RFR,4,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4236,4237,MIS,TA07B.W.2015,TA07B.W,unburned,0,2015,-9999,0,17,12,10,-9999,39.497784,-120.594381,-9999,0,0,19,2078,340,2,5,RFR,4,SMC,2000,3,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4237,4238,MIS,TA10A.C.2010,TA10A.C,unburned,0,2010,-9999,0,38,55,16,-9999,39.624106,-120.522557,-9999,0,0,28,1942,216,2,4,SMC,4,RFR,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4238,4239,MIS,TA10A.C.2011,TA10A.C,unburned,0,2011,-9999,0,38,55,16,-9999,39.624106,-120.522557,-9999,0,0,28,1942,216,1,4,SMC,4,RFR,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4239,4240,MIS,TA10A.C.2012,TA10A.C,unburned,0,2012,-9999,0,38,55,16,-9999,39.624106,-120.522557,-9999,0,0,28,1942,216,1,4,SMC,4,RFR,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4240,4241,MIS,TA10A.C.2013,TA10A.C,unburned,0,2013,-9999,0,38,55,16,-9999,39.624106,-120.522557,-9999,0,0,28,1942,216,2,4,SMC,4,RFR,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4241,4242,MIS,TA10A.C.2014,TA10A.C,unburned,0,2014,-9999,0,38,55,16,-9999,39.624106,-120.522557,-9999,0,0,28,1942,216,1,4,SMC,4,RFR,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4242,4243,MIS,TA10A.C.2015,TA10A.C,unburned,0,2015,-9999,0,29,33,15,-9999,39.624106,-120.522557,-9999,0,0,28,1942,216,2,4,SMC,4,RFR,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4243,4244,MIS,TA10A.E.2010,TA10A.E,unburned,0,2010,-9999,0,70,1,20,-9999,39.624118,-120.519643,-9999,0,0,17,1987,209,2,5,SMC,4,SMC,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4244,4245,MIS,TA10A.E.2011,TA10A.E,unburned,0,2011,-9999,0,70,1,20,-9999,39.624118,-120.519643,-9999,0,0,17,1987,209,1,5,SMC,4,SMC,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4245,4246,MIS,TA10A.E.2012,TA10A.E,unburned,0,2012,-9999,0,70,1,20,-9999,39.624118,-120.519643,-9999,0,0,17,1987,209,1,5,SMC,4,SMC,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4246,4247,MIS,TA10A.E.2013,TA10A.E,unburned,0,2013,-9999,0,70,1,20,-9999,39.624118,-120.519643,-9999,0,0,17,1987,209,2,5,SMC,4,SMC,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4247,4248,MIS,TA10A.E.2014,TA10A.E,unburned,0,2014,-9999,0,70,1,20,-9999,39.624118,-120.519643,-9999,0,0,17,1987,209,1,5,SMC,4,SMC,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4248,4249,MIS,TA10A.E.2015,TA10A.E,unburned,0,2015,-9999,0,50,1,23,-9999,39.624118,-120.519643,-9999,0,0,17,1987,209,2,5,SMC,4,SMC,2000,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4249,4250,MIS,TA10A.N.2010,TA10A.N,unburned,0,2010,-9999,0,83,40,24,-9999,39.626356,-120.522573,-9999,0,0,38,2010,240,2,4,RFR,4,RFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4250,4251,MIS,TA10A.N.2011,TA10A.N,unburned,0,2011,-9999,0,83,40,24,-9999,39.626356,-120.522573,-9999,0,0,38,2010,240,1,4,RFR,4,RFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4251,4252,MIS,TA10A.N.2012,TA10A.N,unburned,0,2012,-9999,0,83,40,24,-9999,39.626356,-120.522573,-9999,0,0,38,2010,240,1,4,RFR,4,RFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4252,4253,MIS,TA10A.N.2013,TA10A.N,unburned,0,2013,-9999,0,83,40,24,-9999,39.626356,-120.522573,-9999,0,0,38,2010,240,2,4,RFR,4,RFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4253,4254,MIS,TA10A.N.2014,TA10A.N,unburned,0,2014,-9999,0,83,40,24,-9999,39.626356,-120.522573,-9999,0,0,38,2010,240,1,4,RFR,4,RFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4254,4255,MIS,TA10A.N.2015,TA10A.N,unburned,0,2015,-9999,0,63,27,20,-9999,39.626356,-120.522573,-9999,0,0,38,2010,240,2,4,RFR,4,RFR,2000,5,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4255,4256,MIS,TA10A.W.2010,TA10A.W,unburned,0,2010,-9999,0,72,50,12,-9999,39.624094,-120.525471,-9999,0,0,21,1920,160,2,4,SMC,4,SMC,2000,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4256,4257,MIS,TA10A.W.2011,TA10A.W,unburned,0,2011,-9999,0,72,50,12,-9999,39.624094,-120.525471,-9999,0,0,21,1920,160,1,4,SMC,4,SMC,2000,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4257,4258,MIS,TA10A.W.2012,TA10A.W,unburned,0,2012,-9999,0,72,50,12,-9999,39.624094,-120.525471,-9999,0,0,21,1920,160,1,4,SMC,4,SMC,2000,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4258,4259,MIS,TA10A.W.2013,TA10A.W,unburned,0,2013,-9999,0,72,50,12,-9999,39.624094,-120.525471,-9999,0,0,21,1920,160,2,4,SMC,4,SMC,2000,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4259,4260,MIS,TA10A.W.2014,TA10A.W,unburned,0,2014,-9999,0,72,50,12,-9999,39.624094,-120.525471,-9999,0,0,21,1920,160,1,4,SMC,4,SMC,2000,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
4260,4261,MIS,TA10A.W.2015,TA10A.W,unburned,0,2015,-9999,0,44,27,14,-9999,39.624094,-120.525471,-9999,0,0,21,1920,160,2,4,SMC,4,SMC,2000,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
